FC6,C4,CP6,CP5,FC5,C3
-320410.3125,197016.390625,-298452.53125,11169.6640625,-345360.875,116200.5703125
-320431.5625,197014.875,-298439.90625,11185.681640625,-345375.03125,116183.34375
-320424.0,197037.078125,-298438.28125,11186.541015625,-345349.90625,116179.984375
-320419.0625,197080.140625,-298424.9375,11154.6796875,-345355.21875,116190.796875
-320380.3125,197142.75,-298395.90625,11139.267578125,-345341.9375,116183.0234375
-320383.0,197158.1875,-298412.46875,11126.9375,-345351.3125,116165.203125
-320432.375,197152.3125,-298444.78125,11098.666015625,-345369.0625,116144.15625
-320455.1875,197145.9375,-298464.09375,11049.1328125,-345384.625,116112.6953125
-320460.21875,197163.703125,-298461.0,11038.541015625,-345397.0,116099.390625
-320469.4375,197187.1875,-298452.0625,11020.7236328125,-345414.6875,116051.1953125
-320450.78125,197206.84375,-298435.1875,10983.47265625,-345448.71875,116026.484375
-320442.53125,197209.25,-298431.125,11000.984375,-345465.125,115999.03125
-320473.0,197205.9375,-298427.375,10980.5166015625,-345494.75,115927.9140625
-320495.5,197214.3125,-298412.375,10958.10546875,-345521.9375,115913.140625
-320469.59375,197259.5625,-298365.84375,10978.5244140625,-345510.625,115918.03125
-320462.0,197309.53125,-298335.125,10995.9970703125,-345496.8125,115928.1015625
-320453.4375,197298.765625,-298348.90625,10986.072265625,-345501.59375,115919.40625
-320425.8125,197300.1875,-298343.625,10960.33984375,-345502.25,115904.640625
-320402.625,197296.765625,-298344.5625,10920.98828125,-345493.4375,115893.6015625
-320444.9375,197258.828125,-298401.75,10874.30078125,-345528.9375,115848.9375
-320474.625,197250.75,-298412.5,10848.1875,-345551.59375,115840.703125
-320447.8125,197261.828125,-298398.25,10847.7841796875,-345544.0625,115848.90625
-320458.0,197271.328125,-298380.6875,10880.4736328125,-345539.5625,115841.296875
-320463.625,197272.125,-298369.5,10893.869140625,-345516.25,115854.453125
-320453.53125,197298.421875,-298356.40625,10917.517578125,-345465.875,115897.390625
-320445.9375,197316.171875,-298368.625,10940.0625,-345449.03125,115930.90625
-320433.4375,197319.421875,-298391.5,10953.31640625,-345460.6875,115940.5078125
