FC6,C4,CP6,CP5,FC5,C3
-319481.5,197832.09375,-296677.84375,12009.5234375,-344763.65625,114718.1953125
-319508.59375,197854.25,-296662.625,11997.09375,-344771.375,114690.7890625
-319538.0625,197850.28125,-296688.15625,11978.26171875,-344771.78125,114692.1171875
-319533.28125,197832.625,-296704.53125,11983.87890625,-344776.125,114687.2265625
-319509.625,197820.375,-296688.65625,11971.7119140625,-344780.84375,114689.859375
-319493.0625,197798.25,-296686.875,11977.548828125,-344796.5625,114674.828125
-319445.40625,197811.203125,-296659.53125,12001.962890625,-344803.75,114694.9375
-319441.15625,197824.0625,-296634.875,12010.0986328125,-344813.65625,114692.28125
-319462.25,197816.5625,-296658.6875,12001.99609375,-344845.0625,114691.546875
-319461.6875,197812.0625,-296673.15625,12001.7890625,-344838.03125,114712.6015625
-319465.375,197830.90625,-296658.15625,12020.4892578125,-344794.375,114723.3515625
-319471.03125,197847.65625,-296647.03125,11996.498046875,-344774.1875,114718.796875
-319465.3125,197869.84375,-296625.5,11992.44921875,-344754.5625,114721.484375
-319436.0,197869.53125,-296630.75,12009.2587890625,-344733.5,114740.296875
-319422.5625,197863.46875,-296647.375,12006.642578125,-344757.5,114723.6015625
-319399.125,197868.890625,-296637.3125,12019.90625,-344749.75,114741.09375
-319358.75,197875.4375,-296640.40625,12028.48046875,-344746.4375,114750.703125
-319388.71875,197853.9375,-296665.8125,11982.509765625,-344787.3125,114712.515625
-319392.5,197849.09375,-296663.5,11987.640625,-344773.78125,114705.03125
-319429.75,197831.65625,-296678.4375,12002.259765625,-344787.3125,114699.578125
-319495.5,197827.34375,-296709.375,11992.8828125,-344782.375,114713.25
-319477.375,197865.9375,-296686.78125,12013.3212890625,-344743.4375,114750.09375
-319475.5625,197880.34375,-296661.53125,12028.681640625,-344764.5625,114769.671875
-319472.59375,197873.6875,-296679.53125,12019.9765625,-344781.25,114753.578125
-319439.75,197889.46875,-296668.6875,12000.423828125,-344794.5625,114734.046875
-319424.1875,197900.375,-296640.5625,11995.4775390625,-344809.5625,114727.0390625
-319392.5,197901.90625,-296635.6875,12004.9072265625,-344806.0,114740.8046875
-319381.78125,197903.03125,-296641.09375,12005.484375,-344781.15625,114745.6640625
-319427.8125,197885.828125,-296658.5,12022.3740234375,-344775.9375,114752.375
-319415.5625,197900.15625,-296646.3125,12024.1953125,-344754.4375,114766.375
-319411.5,197908.5625,-296628.28125,11994.71875,-344732.4375,114756.6640625
-319424.9375,197933.375,-296613.09375,11976.8359375,-344713.9375,114755.3125
-319397.6875,197928.34375,-296618.1875,11963.9150390625,-344695.0625,114740.7265625
-319422.65625,197894.125,-296660.53125,11947.60546875,-344695.9375,114694.65625
-319426.5625,197896.890625,-296665.15625,11930.42578125,-344710.9375,114684.125
-319385.5625,197937.609375,-296625.1875,11957.578125,-344709.25,114717.9375
-319418.6875,197920.171875,-296655.34375,11943.841796875,-344742.9375,114708.0546875
-319496.5625,197857.46875,-296690.5,11907.6533203125,-344793.78125,114672.9765625
-319525.46875,197824.90625,-296719.5,11933.017578125,-344773.0625,114659.5234375
