FC6,C4,CP6,CP5,FC5,C3
-319664.125,197320.578125,-297110.5,11778.861328125,-344918.0,113936.1015625
-319652.4375,197319.6875,-297089.1875,11747.703125,-344933.375,113898.734375
-319668.0,197320.34375,-297107.6875,11729.296875,-344961.0625,113868.8203125
-319680.5625,197314.34375,-297131.1875,11741.0302734375,-344968.4375,113860.9140625
-319710.5625,197323.3125,-297124.0,11743.640625,-344949.0625,113875.1015625
-319726.1875,197300.09375,-297131.28125,11752.470703125,-344900.375,113901.0078125
-319690.5625,197255.875,-297143.8125,11751.296875,-344863.875,113922.375
-319644.875,197284.0,-297134.25,11739.283203125,-344840.96875,113928.9765625
-319663.4375,197280.640625,-297177.125,11743.603515625,-344868.0625,113920.9375
-319704.6875,197265.21875,-297212.6875,11771.673828125,-344888.625,113901.2890625
-319740.5,197254.125,-297208.90625,11784.0546875,-344894.1875,113894.1640625
-319774.84375,197218.59375,-297200.90625,11782.36328125,-344908.59375,113877.4921875
-319782.53125,197232.390625,-297182.53125,11801.001953125,-344887.40625,113895.3046875
-319815.03125,197264.53125,-297189.875,11764.0439453125,-344904.0,113893.84375
-319824.6875,197283.15625,-297201.6875,11741.240234375,-344913.6875,113872.9375
-319831.0,197238.25,-297229.8125,11740.32421875,-344926.9375,113851.8203125
-319828.5625,197206.015625,-297250.5625,11723.3994140625,-344954.1875,113830.765625
-319788.875,197205.4375,-297240.625,11743.7734375,-344962.59375,113818.0
-319741.0625,197220.015625,-297214.8125,11781.861328125,-344971.0,113816.625
-319749.5625,197246.96875,-297185.0,11773.615234375,-344970.40625,113835.2265625
-319756.5625,197237.15625,-297192.46875,11748.7841796875,-344961.375,113814.078125
-319728.4375,197261.578125,-297192.5,11764.337890625,-344958.25,113825.1953125
-319747.6875,197264.21875,-297199.75,11786.7314453125,-344912.25,113852.7265625
-319747.4375,197238.78125,-297224.90625,11800.037109375,-344896.875,113848.1875
-319686.0625,197241.9375,-297221.03125,11791.60546875,-344917.8125,113854.171875
-319666.03125,197224.109375,-297240.8125,11772.5048828125,-344929.875,113842.1953125
-319677.625,197199.75,-297280.9375,11735.3193359375,-344968.84375,113825.328125
-319656.0625,197192.875,-297293.5625,11714.701171875,-344977.1875,113814.125
-319669.28125,197194.34375,-297314.875,11728.484375,-344967.0625,113815.921875
-319687.875,197208.5,-297314.46875,11761.14453125,-344972.71875,113835.203125
-319687.40625,197212.75,-297299.9375,11751.439453125,-344962.03125,113832.53125
-319707.1875,197248.640625,-297278.25,11723.171875,-344946.96875,113841.6328125
-319731.375,197267.140625,-297252.65625,11738.6484375,-344928.46875,113851.703125
-319746.75,197234.578125,-297267.5,11731.466796875,-344905.65625,113851.296875
-319734.03125,197247.84375,-297274.75,11742.25390625,-344889.6875,113846.109375
-319726.1875,197233.125,-297308.8125,11756.068359375,-344890.375,113850.71875
-319727.90625,197197.390625,-297347.8125,11737.8056640625,-344921.59375,113857.1875
-319694.1875,197196.375,-297324.75,11723.68359375,-344952.59375,113841.375
-319694.75,197190.109375,-297329.625,11695.619140625,-344993.4375,113822.640625
-319673.75,197215.03125,-297310.125,11664.734375,-344972.1875,113853.125
-319656.59375,197232.09375,-297268.25,11670.7607421875,-344932.4375,113881.7890625
-319654.15625,197250.5625,-297256.0,11695.111328125,-344866.96875,113905.53125
-319660.125,197260.59375,-297230.15625,11711.013671875,-344834.1875,113929.1328125
-319676.375,197278.0,-297233.75,11719.9755859375,-344856.53125,113935.265625
-319663.4375,197312.59375,-297233.0625,11715.0,-344860.90625,113943.171875
-319646.4375,197340.71875,-297241.8125,11683.2734375,-344894.5,113935.1015625
-319615.375,197346.703125,-297251.875,11669.388671875,-344883.65625,113953.59375
-319558.8125,197352.421875,-297240.0,11685.697265625,-344870.25,113955.71875
-319518.3125,197365.640625,-297231.0,11698.9560546875,-344866.375,113950.328125
-319529.96875,197367.53125,-297218.71875,11707.1767578125,-344860.875,113971.515625
-319553.3125,197376.515625,-297215.625,11713.3134765625,-344861.625,113978.0
-319591.6875,197386.0,-297197.1875,11725.5078125,-344866.625,113977.8515625
-319634.4375,197400.4375,-297199.25,11732.203125,-344876.28125,114002.59375
-319670.0625,197375.90625,-297228.53125,11695.3115234375,-344915.65625,113990.5625
-319667.9375,197376.53125,-297206.375,11685.8779296875,-344921.28125,113985.96875
-319648.0625,197392.703125,-297198.3125,11714.55078125,-344902.625,114003.078125
-319657.40625,197376.546875,-297211.8125,11719.4453125,-344920.5625,113995.6328125
-319644.875,197347.46875,-297218.625,11722.16015625,-344920.46875,113990.0546875
-319627.0,197342.25,-297241.125,11726.822265625,-344926.6875,113975.1015625
-319664.3125,197329.0,-297233.5,11730.94921875,-344937.25,113963.8984375
-319686.875,197325.625,-297219.4375,11734.94921875,-344937.4375,113939.9140625
-319698.25,197344.53125,-297218.34375,11722.26171875,-344932.78125,113919.4765625
-319730.65625,197335.65625,-297226.59375,11714.4609375,-344925.5625,113936.9140625
-319753.65625,197307.40625,-297255.53125,11704.58203125,-344916.75,113945.390625
-319755.90625,197284.53125,-297270.9375,11683.21875,-344907.3125,113942.125
-319719.40625,197294.5625,-297281.5,11679.0283203125,-344922.1875,113941.6953125
-319702.875,197305.53125,-297295.78125,11695.20703125,-344929.0,113957.0
-319683.0,197323.296875,-297306.0,11702.845703125,-344945.65625,113960.359375
-319683.75,197322.53125,-297296.3125,11677.8173828125,-344968.15625,113931.5
-319693.25,197300.515625,-297294.40625,11669.8125,-344967.3125,113918.28125
-319689.9375,197295.90625,-297276.25,11678.046875,-344977.6875,113901.484375
-319701.28125,197314.40625,-297265.3125,11678.341796875,-344978.9375,113894.8671875
-319720.0,197332.09375,-297301.71875,11681.203125,-344965.8125,113905.265625
-319762.0625,197326.78125,-297333.25,11664.94140625,-344952.15625,113883.5078125
-319773.375,197309.828125,-297347.8125,11667.130859375,-344952.6875,113886.625
-319767.3125,197278.21875,-297350.6875,11681.4384765625,-344934.8125,113901.046875
-319745.40625,197256.875,-297358.1875,11699.9111328125,-344923.6875,113910.2265625
-319736.28125,197249.96875,-297356.4375,11721.412109375,-344926.34375,113915.078125
-319770.5,197233.375,-297372.84375,11705.8916015625,-344940.0625,113877.921875
-319798.25,197202.703125,-297393.6875,11692.39453125,-344967.28125,113854.8828125
-319794.09375,197186.671875,-297375.875,11707.7666015625,-344940.25,113876.3515625
-319811.75,197192.09375,-297365.0625,11709.0703125,-344909.90625,113900.640625
-319852.25,197191.1875,-297380.6875,11675.9970703125,-344935.625,113897.03125
-319866.3125,197167.484375,-297408.125,11655.8330078125,-344963.625,113894.9453125
-319881.9375,197136.546875,-297439.6875,11647.0146484375,-344995.96875,113866.78125
-319905.5625,197123.109375,-297465.71875,11663.9912109375,-345000.53125,113864.90625
-319874.53125,197119.25,-297470.875,11690.20703125,-344996.03125,113870.3046875
-319831.9375,197154.84375,-297447.1875,11693.4970703125,-345020.0625,113853.0
-319814.875,197212.53125,-297408.78125,11698.681640625,-345017.75,113871.265625
-319819.0,197209.03125,-297397.28125,11709.45703125,-345026.0,113870.140625
-319824.625,197193.890625,-297370.28125,11708.861328125,-345012.5625,113870.734375
-319841.875,197186.640625,-297345.40625,11683.177734375,-345010.375,113885.25
-319853.0625,197186.75,-297351.40625,11710.798828125,-345023.0625,113887.46875
-319875.4375,197176.34375,-297360.25,11717.89453125,-345038.9375,113886.609375
-319868.6875,197180.125,-297355.75,11710.529296875,-345037.75,113884.921875
-319825.15625,197228.625,-297327.9375,11741.9013671875,-344994.84375,113896.4921875
-319813.96875,197239.34375,-297306.0,11719.814453125,-344965.78125,113923.734375
-319756.0625,197257.21875,-297275.1875,11708.759765625,-344986.5625,113965.28125
-319702.65625,197294.78125,-297255.4375,11728.556640625,-344974.375,114003.4609375
-319709.1875,197266.09375,-297260.0,11733.693359375,-344957.59375,114016.1875
-319718.03125,197271.265625,-297256.8125,11737.716796875,-344967.46875,114018.78125
-319725.125,197294.21875,-297236.625,11739.7119140625,-344962.09375,114014.0390625
-319766.375,197299.75,-297210.96875,11749.861328125,-344954.59375,114031.484375
-319765.625,197321.71875,-297209.21875,11778.765625,-344915.1875,114050.453125
-319745.0625,197316.78125,-297214.96875,11769.80078125,-344891.9375,114056.046875
-319773.25,197302.0625,-297218.09375,11739.8046875,-344898.5625,114037.53125
-319781.9375,197299.6875,-297245.5625,11713.857421875,-344938.25,114020.4375
-319771.0625,197313.46875,-297240.8125,11683.4677734375,-344995.75,114003.21875
-319743.34375,197313.0625,-297239.40625,11688.9423828125,-345017.6875,114000.6640625
-319698.625,197310.09375,-297237.5,11696.0673828125,-345002.0,114005.1015625
-319722.1875,197306.375,-297247.0625,11673.5234375,-345026.3125,113957.0625
-319761.875,197305.4375,-297254.125,11663.443359375,-345046.15625,113934.890625
-319789.3125,197288.078125,-297254.875,11655.0791015625,-345056.4375,113909.234375
-319800.5,197311.59375,-297223.6875,11676.623046875,-345031.625,113916.8125
-319752.5,197326.34375,-297179.0625,11700.9853515625,-344971.125,113944.96875
-319761.9375,197291.984375,-297194.6875,11691.12109375,-345004.15625,113928.1015625
-319785.1875,197303.28125,-297207.90625,11698.1376953125,-345037.15625,113926.203125
-319784.78125,197319.8125,-297218.6875,11712.3603515625,-345041.375,113927.3203125
-319764.8125,197349.03125,-297218.15625,11724.818359375,-345045.40625,113924.1875
-319734.65625,197358.71875,-297199.9375,11715.3203125,-345020.6875,113920.65625
-319745.125,197347.25,-297206.71875,11684.564453125,-345014.625,113913.625
-319746.5625,197329.625,-297221.0625,11677.234375,-345012.09375,113905.3125
-319772.8125,197306.09375,-297231.6875,11685.390625,-344979.28125,113922.140625
-319816.9375,197299.28125,-297239.625,11698.544921875,-344954.34375,113948.015625
-319825.90625,197294.59375,-297243.125,11709.7822265625,-344949.8125,113940.515625
-319838.46875,197306.625,-297241.875,11706.7265625,-344940.25,113963.3515625
-319844.1875,197305.53125,-297253.15625,11689.7294921875,-344927.0,113971.2265625
-319817.3125,197288.875,-297289.3125,11686.466796875,-344910.90625,113948.2265625
-319764.3125,197283.703125,-297276.625,11690.7265625,-344884.875,113963.234375
-319758.125,197293.5,-297254.1875,11681.2734375,-344895.5625,113956.140625
-319755.8125,197314.5625,-297228.75,11690.7734375,-344941.34375,113943.234375
-319707.65625,197357.0625,-297167.125,11711.6611328125,-344901.0,113971.40625
-319719.0,197378.0,-297138.8125,11718.2080078125,-344850.625,113999.1640625
-319714.25,197364.90625,-297144.375,11739.1875,-344857.21875,113989.9765625
-319702.15625,197362.015625,-297159.5,11735.00390625,-344883.6875,113975.109375
-319707.9375,197391.328125,-297185.625,11692.87890625,-344927.875,113973.359375
-319644.25,197430.21875,-297189.6875,11679.630859375,-344945.3125,113972.34375
-319574.65625,197458.3125,-297168.03125,11691.625,-344936.3125,113985.8671875
-319533.4375,197483.515625,-297123.6875,11700.515625,-344921.84375,113995.515625
-319514.0,197492.25,-297093.03125,11714.109375,-344918.625,113991.5625
-319523.875,197501.078125,-297080.8125,11738.212890625,-344934.5,114008.703125
-319516.25,197538.9375,-297068.40625,11754.0205078125,-344917.0,114046.09375
-319527.53125,197560.78125,-297059.1875,11798.1142578125,-344874.1875,114084.0390625
-319538.25,197555.53125,-297051.3125,11815.75,-344872.8125,114104.0625
-319543.4375,197554.6875,-297062.28125,11800.3037109375,-344872.875,114109.625
-319555.3125,197522.484375,-297097.6875,11800.466796875,-344886.375,114114.4140625
-319545.5,197511.96875,-297126.46875,11792.89453125,-344878.8125,114126.4375
-319502.8125,197513.96875,-297117.9375,11809.25,-344852.125,114157.046875
-319470.46875,197501.03125,-297082.625,11820.9892578125,-344862.3125,114155.453125
-319507.5625,197479.15625,-297081.40625,11805.677734375,-344878.0,114113.609375
-319547.625,197440.65625,-297121.3125,11794.337890625,-344899.875,114083.453125
-319560.1875,197446.40625,-297107.5625,11823.25,-344871.46875,114104.3125
-319574.3125,197457.328125,-297093.8125,11852.91015625,-344817.6875,114130.484375
-319572.84375,197468.375,-297089.4375,11857.71875,-344817.15625,114150.921875
-319553.125,197484.328125,-297063.96875,11870.888671875,-344812.625,114165.984375
-319549.15625,197467.875,-297088.125,11868.923828125,-344832.875,114126.21875
