FC6,C4,CP6,CP5,FC5,C3
-318710.5,203548.328125,-290960.8125,15159.212890625,-345327.0625,130168.484375
-318692.1875,203569.625,-290938.9375,15186.83984375,-345301.40625,130167.96875
-318657.75,203604.578125,-290924.4375,15201.10546875,-345297.5625,130179.234375
-318655.75,203585.84375,-290941.375,15171.2822265625,-345338.125,130150.2109375
-318661.5625,203552.8125,-290972.28125,15156.70703125,-345381.65625,130138.1875
-318673.9375,203565.625,-290980.625,15158.576171875,-345415.78125,130139.2265625
-318701.34375,203545.40625,-290995.8125,15158.423828125,-345413.0625,130142.890625
-318739.03125,203518.90625,-291022.28125,15185.087890625,-345405.1875,130166.78125
-318751.875,203527.25,-291030.34375,15179.291015625,-345397.5,130154.890625
-318766.125,203522.0625,-291027.78125,15185.927734375,-345387.0,130149.203125
-318781.6875,203546.78125,-291023.46875,15196.564453125,-345402.0,130161.78125
-318762.46875,203564.71875,-290997.28125,15209.7314453125,-345387.25,130174.09375
-318762.5625,203576.90625,-290989.90625,15224.23828125,-345379.125,130182.046875
-318753.125,203584.75,-291009.03125,15239.9296875,-345404.375,130196.015625
-318745.03125,203563.984375,-291019.15625,15258.349609375,-345428.3125,130187.78125
-318740.125,203571.28125,-291024.5625,15251.98046875,-345437.71875,130168.7265625
-318725.46875,203567.265625,-291017.0625,15230.8779296875,-345431.90625,130169.171875
-318757.4375,203551.53125,-291013.53125,15207.6220703125,-345440.5,130185.703125
-318766.90625,203555.28125,-291002.3125,15217.2626953125,-345440.90625,130172.59375
-318777.625,203554.84375,-291014.625,15225.7412109375,-345437.125,130163.25
-318805.5625,203553.65625,-291032.90625,15229.1142578125,-345446.375,130176.53125
-318804.46875,203558.53125,-291007.15625,15249.7451171875,-345432.4375,130191.484375
-318791.9375,203567.5,-290988.3125,15264.083984375,-345397.8125,130215.21875
-318772.1875,203564.65625,-290977.375,15261.3828125,-345386.375,130223.015625
-318738.875,203585.234375,-290931.78125,15276.939453125,-345363.5,130238.953125
-318680.0625,203603.765625,-290914.84375,15274.35546875,-345334.4375,130235.734375
-318670.8125,203606.65625,-290928.875,15244.390625,-345323.75,130234.109375
-318682.5625,203637.6875,-290897.03125,15257.64453125,-345294.8125,130263.296875
-318663.125,203658.21875,-290880.78125,15282.6328125,-345272.0625,130291.796875
-318654.125,203688.25,-290868.875,15309.02734375,-345256.0625,130303.90625
-318657.3125,203691.765625,-290840.9375,15335.412109375,-345255.65625,130324.265625
-318648.125,203681.78125,-290840.1875,15345.01171875,-345244.0,130340.5625
-318628.0,203699.90625,-290843.4375,15342.3369140625,-345247.125,130333.203125
-318617.9375,203705.40625,-290826.5625,15331.580078125,-345253.59375,130333.9765625
-318576.65625,203720.8125,-290807.5,15335.875,-345225.25,130359.015625
-318524.4375,203732.75,-290791.3125,15331.0703125,-345214.65625,130373.75
-318507.3125,203728.8125,-290788.875,15324.583984375,-345183.6875,130385.140625
-318511.625,203721.78125,-290798.8125,15335.4755859375,-345156.3125,130401.0
-318510.3125,203712.875,-290812.21875,15340.9375,-345144.4375,130399.078125
-318526.15625,203713.90625,-290809.125,15332.759765625,-345123.90625,130411.5390625
-318542.9375,203722.484375,-290797.375,15334.708984375,-345118.0,130425.953125
-318549.5625,203720.359375,-290790.0625,15336.9697265625,-345102.8125,130420.265625
-318548.9375,203715.1875,-290798.5625,15337.68359375,-345108.375,130392.0390625
-318559.375,203688.96875,-290836.15625,15329.4150390625,-345161.65625,130347.0625
-318572.53125,203660.25,-290870.5625,15332.9267578125,-345175.6875,130320.03125
-318552.15625,203665.375,-290885.3125,15341.7470703125,-345160.3125,130314.3125
-318545.34375,203677.09375,-290874.65625,15342.91015625,-345153.6875,130317.4921875
-318541.875,203689.40625,-290850.8125,15356.32421875,-345124.4375,130347.25
-318540.9375,203715.1875,-290850.0625,15354.6376953125,-345115.0,130367.65625
