FC6,C4,CP6,CP5,FC5,C3
-319991.625,198301.875,-297586.625,11707.244140625,-344747.8125,117568.5078125
-320002.9375,198307.203125,-297584.5,11705.814453125,-344736.0,117555.875
-319997.625,198311.53125,-297567.75,11703.154296875,-344711.5,117552.515625
-320013.78125,198314.46875,-297576.03125,11669.2353515625,-344713.15625,117525.7421875
-320019.375,198356.40625,-297561.9375,11659.41015625,-344701.65625,117527.703125
-319974.3125,198419.84375,-297506.375,11679.2861328125,-344663.25,117563.0
-319952.5625,198443.6875,-297497.15625,11677.60546875,-344677.28125,117557.1328125
-319989.375,198416.3125,-297536.625,11652.505859375,-344716.90625,117535.109375
-319952.46875,198411.15625,-297526.375,11654.9541015625,-344710.3125,117543.046875
-319936.21875,198396.203125,-297525.0625,11650.0009765625,-344724.125,117507.203125
-320021.625,198344.125,-297603.5,11574.759765625,-344763.6875,117450.796875
-320057.0625,198290.078125,-297626.90625,11540.7431640625,-344782.0,117408.484375
-320080.75,198261.875,-297634.6875,11539.7421875,-344808.25,117385.046875
-320152.75,198229.703125,-297640.53125,11525.03515625,-344844.6875,117376.25
-320181.4375,198215.28125,-297627.1875,11527.087890625,-344862.03125,117372.1875
-320152.875,198252.875,-297627.8125,11552.8916015625,-344842.3125,117390.625
-320157.75,198270.25,-297645.21875,11547.58984375,-344815.8125,117386.1171875
-320162.8125,198255.90625,-297656.28125,11537.2861328125,-344821.9375,117366.75
-320119.375,198263.75,-297642.625,11547.22265625,-344817.875,117368.34375
-320118.0625,198261.78125,-297662.9375,11518.0595703125,-344832.59375,117350.1953125
-320158.03125,198230.84375,-297677.4375,11489.41015625,-344867.5625,117324.578125
-320174.9375,198214.84375,-297687.4375,11495.640625,-344876.0625,117330.21875
-320170.03125,198230.609375,-297673.625,11518.765625,-344872.9375,117379.59375
-320187.90625,198229.015625,-297657.96875,11528.8828125,-344859.625,117405.734375
-320184.4375,198247.421875,-297645.625,11558.408203125,-344833.5625,117440.1640625
-320154.3125,198274.390625,-297631.6875,11583.73828125,-344805.4375,117472.953125
-320156.4375,198262.328125,-297639.0,11592.58203125,-344829.8125,117461.71875
-320172.25,198264.71875,-297665.84375,11595.2236328125,-344862.15625,117474.5703125
-320157.625,198282.15625,-297666.78125,11604.0087890625,-344848.375,117515.3515625
-320149.0,198275.078125,-297671.5625,11609.494140625,-344851.0,117524.6875
-320201.25,198238.921875,-297700.25,11593.50390625,-344856.375,117496.03125
-320236.46875,198214.71875,-297722.84375,11590.1279296875,-344862.5625,117467.796875
-320247.65625,198219.4375,-297714.375,11573.8427734375,-344892.0625,117479.125
-320286.8125,198210.65625,-297718.8125,11565.4921875,-344900.40625,117471.484375
-320289.65625,198211.90625,-297712.625,11577.8798828125,-344888.4375,117463.671875
-320244.9375,198226.203125,-297678.6875,11594.0126953125,-344888.28125,117496.140625
-320226.125,198231.328125,-297668.90625,11611.8095703125,-344893.25,117496.21875
-320218.5625,198244.90625,-297684.8125,11606.396484375,-344889.9375,117487.6015625
-320178.90625,198265.25,-297674.625,11623.05078125,-344893.96875,117495.40625
-320139.75,198290.34375,-297641.0625,11631.1328125,-344891.75,117502.15625
-320123.5,198282.546875,-297645.375,11622.33984375,-344902.5625,117469.0625
-320112.03125,198282.890625,-297648.78125,11620.4033203125,-344912.25,117459.15625
-320130.4375,198293.921875,-297652.375,11613.447265625,-344905.25,117469.109375
-320150.5625,198284.90625,-297646.0,11611.7890625,-344909.0,117478.53125
-320173.9375,198282.453125,-297640.40625,11607.5869140625,-344913.03125,117475.5078125
-320148.9375,198296.46875,-297614.0625,11625.0703125,-344910.9375,117482.875
-320101.03125,198309.875,-297609.25,11618.216796875,-344913.25,117509.25
-320099.375,198325.6875,-297622.0625,11584.65625,-344922.5,117500.421875
-320051.90625,198328.125,-297612.5,11585.9267578125,-344894.4375,117522.25
-320030.9375,198326.28125,-297622.1875,11578.8955078125,-344876.625,117536.890625
-320044.8125,198329.9375,-297639.4375,11547.3603515625,-344864.96875,117521.96875
-320054.8125,198322.5625,-297653.5625,11527.150390625,-344869.03125,117511.5078125
-320053.34375,198336.09375,-297650.6875,11526.2236328125,-344876.8125,117494.875
-320079.5,198331.59375,-297651.59375,11510.650390625,-344885.0625,117464.0390625
-320125.90625,198295.28125,-297668.875,11474.73046875,-344900.1875,117411.546875
-320113.0,198298.21875,-297664.5,11485.8125,-344892.9375,117395.453125
-320120.78125,198302.0,-297692.75,11494.5283203125,-344926.75,117384.09375
-320138.3125,198296.609375,-297709.65625,11496.62890625,-344943.25,117380.703125
-320084.25,198328.609375,-297676.15625,11528.1337890625,-344929.0625,117419.203125
-320084.8125,198317.03125,-297683.40625,11536.740234375,-344928.125,117441.328125
-320120.40625,198287.53125,-297717.15625,11508.640625,-344915.375,117435.1640625
-320137.65625,198245.484375,-297738.5625,11495.36328125,-344913.3125,117439.8515625
-320140.25,198236.375,-297737.125,11524.82421875,-344891.1875,117491.8984375
-320171.53125,198245.59375,-297752.375,11528.244140625,-344862.3125,117492.609375
-320192.6875,198258.65625,-297751.5625,11549.224609375,-344836.15625,117502.734375
-320178.75,198291.71875,-297725.65625,11576.26953125,-344805.1875,117534.140625
-320175.5,198286.0625,-297746.25,11587.439453125,-344805.28125,117518.7890625
-320167.4375,198277.140625,-297752.34375,11618.2744140625,-344799.78125,117545.28125
-320136.875,198283.453125,-297712.5,11634.99609375,-344788.8125,117581.34375
-320113.28125,198288.28125,-297696.3125,11653.0869140625,-344804.65625,117596.5625
-320163.09375,198262.953125,-297731.375,11628.45703125,-344826.875,117567.390625
-320184.28125,198255.8125,-297733.0,11618.107421875,-344828.84375,117542.78125
-320195.5625,198254.03125,-297719.6875,11633.9609375,-344827.25,117544.3671875
-320229.1875,198243.53125,-297711.8125,11620.27734375,-344844.6875,117529.375
-320257.5,198216.0,-297692.5,11610.857421875,-344850.875,117520.390625
-320239.4375,198207.96875,-297660.8125,11630.3095703125,-344846.5,117513.8515625
-320238.125,198220.15625,-297669.4375,11630.978515625,-344870.09375,117508.609375
-320234.21875,198224.59375,-297700.0,11615.4765625,-344867.28125,117487.46875
-320196.09375,198243.96875,-297672.625,11621.580078125,-344859.71875,117484.8125
-320178.75,198240.453125,-297653.125,11612.16796875,-344856.3125,117497.96875
-320184.8125,198216.265625,-297649.375,11609.173828125,-344859.40625,117500.8125
-320182.125,198219.65625,-297622.375,11609.5546875,-344868.5625,117507.328125
-320186.78125,198257.78125,-297611.3125,11631.6953125,-344873.21875,117517.65625
-320215.9375,198253.5625,-297611.25,11641.162109375,-344889.9375,117516.578125
-320212.625,198227.96875,-297575.9375,11641.583984375,-344861.90625,117534.46875
-320181.375,198246.59375,-297536.5,11679.8056640625,-344837.875,117563.671875
-320168.4375,198249.65625,-297552.28125,11696.12109375,-344837.6875,117577.609375
-320172.3125,198272.75,-297568.9375,11697.4794921875,-344812.0,117606.5703125
-320137.75,198308.765625,-297564.5,11707.26953125,-344799.5625,117605.25
-320106.8125,198318.65625,-297559.78125,11704.47265625,-344808.75,117601.671875
-320099.0,198321.328125,-297542.375,11709.607421875,-344817.28125,117614.34375
-320101.78125,198297.6875,-297552.53125,11682.6123046875,-344838.125,117582.6015625
-320091.375,198294.96875,-297538.84375,11669.1904296875,-344837.5625,117588.8359375
-320115.3125,198284.84375,-297541.8125,11655.904296875,-344857.8125,117574.7890625
-320150.5625,198253.796875,-297572.5625,11635.6494140625,-344875.375,117537.78125
-320144.25,198275.203125,-297546.90625,11651.8603515625,-344872.6875,117523.6875
-320135.0625,198304.65625,-297539.53125,11645.572265625,-344886.15625,117493.21875
-320135.625,198290.46875,-297576.1875,11641.0634765625,-344878.03125,117477.0703125
-320100.84375,198296.5625,-297575.5625,11630.4814453125,-344890.9375,117470.484375
-320032.6875,198295.90625,-297564.25,11637.1875,-344872.3125,117487.65625
-320065.0625,198249.03125,-297610.5,11615.263671875,-344899.625,117472.421875
-320102.5,198226.09375,-297623.5625,11606.408203125,-344912.59375,117445.109375
-320129.53125,198224.0,-297620.75,11618.8125,-344893.5,117454.0625
-320176.875,198195.71875,-297648.28125,11615.896484375,-344938.8125,117430.6875
-320195.40625,198180.25,-297655.4375,11623.5625,-344946.71875,117422.7265625
-320194.1875,198188.453125,-297660.28125,11626.673828125,-344945.46875,117434.671875
-320151.1875,198211.671875,-297635.375,11626.10546875,-344954.3125,117415.6875
-320159.1875,198214.8125,-297633.03125,11610.16796875,-344984.625,117378.546875
-320157.75,198209.5625,-297655.28125,11618.822265625,-344998.875,117360.140625
-320105.78125,198222.53125,-297610.5,11625.025390625,-344987.15625,117388.828125
-320085.625,198217.09375,-297611.90625,11605.619140625,-344982.375,117383.78125
-320074.875,198235.25,-297616.75,11592.966796875,-344949.375,117358.1328125
-320090.125,198266.25,-297599.03125,11589.77734375,-344933.9375,117354.125
-320124.15625,198258.984375,-297605.65625,11581.498046875,-344957.40625,117343.96875
-320141.125,198234.0,-297595.75,11594.0126953125,-344968.0,117341.8828125
-320138.78125,198246.5,-297550.09375,11609.958984375,-344962.5625,117373.6953125
-320108.5625,198254.09375,-297527.25,11605.98828125,-344975.75,117371.21875
-320083.125,198245.84375,-297549.90625,11591.951171875,-344988.9375,117362.1875
-320049.8125,198278.328125,-297527.9375,11580.134765625,-344979.53125,117366.8515625
-319996.9375,198332.15625,-297496.75,11593.2783203125,-344986.75,117393.1640625
-319991.9375,198340.421875,-297488.6875,11577.798828125,-345005.1875,117405.1015625
-319997.0,198333.09375,-297491.9375,11544.76953125,-345003.9375,117393.890625
-320019.65625,198330.84375,-297481.53125,11542.703125,-344983.3125,117419.2890625
-320053.5625,198306.625,-297494.3125,11551.8046875,-344972.46875,117428.65625
-320069.625,198282.28125,-297498.0,11561.662109375,-344966.75,117458.921875
-320070.28125,198282.140625,-297485.78125,11593.765625,-344937.4375,117494.2578125
-320055.3125,198304.0,-297512.375,11618.1796875,-344909.1875,117513.2109375
-320051.625,198317.53125,-297530.625,11625.87890625,-344878.3125,117535.1015625
-320025.9375,198332.25,-297527.9375,11655.966796875,-344847.3125,117564.59375
-320006.6875,198370.0625,-297500.15625,11682.109375,-344823.25,117588.890625
-320026.875,198347.71875,-297511.0,11680.208984375,-344845.15625,117571.671875
-320066.25,198290.40625,-297563.1875,11650.412109375,-344867.3125,117536.2890625
-320074.65625,198281.03125,-297568.5625,11642.3203125,-344865.125,117515.84375
-320093.40625,198270.875,-297595.0,11657.951171875,-344890.6875,117505.71875
-320108.6875,198280.40625,-297591.5625,11683.072265625,-344916.53125,117513.765625
-320061.125,198323.8125,-297551.0625,11720.296875,-344911.25,117557.2578125
-320038.4375,198355.203125,-297534.0625,11744.5322265625,-344891.0625,117589.625
-320024.5625,198367.265625,-297519.625,11742.34375,-344885.125,117596.21875
-319970.8125,198390.53125,-297502.78125,11749.1376953125,-344845.1875,117611.171875
-319935.25,198420.21875,-297492.0625,11774.494140625,-344816.5,117665.59375
-319945.65625,198435.4375,-297500.0625,11777.2041015625,-344826.0625,117674.1015625
-319959.6875,198433.84375,-297504.375,11771.294921875,-344819.125,117657.265625
-319948.0625,198433.4375,-297478.9375,11773.173828125,-344801.4375,117682.078125
-319962.625,198406.65625,-297466.0625,11764.1650390625,-344823.8125,117659.078125
-319983.3125,198385.609375,-297473.4375,11759.857421875,-344836.5625,117629.9375
-319976.4375,198384.515625,-297466.9375,11795.158203125,-344809.8125,117653.09375
-319976.28125,198400.28125,-297476.53125,11807.9765625,-344807.5625,117674.703125
-319977.9375,198411.3125,-297483.125,11782.82421875,-344811.40625,117668.640625
-319947.3125,198415.875,-297502.40625,11790.435546875,-344811.0,117652.875
-319910.1875,198447.75,-297493.125,11792.65234375,-344814.9375,117646.625
-319915.09375,198431.671875,-297504.1875,11753.0380859375,-344838.4375,117593.234375
-319961.875,198384.453125,-297539.46875,11712.21875,-344848.9375,117527.46875
