FC6,C4,CP6,CP5,FC5,C3
-319451.5625,200008.5,-296362.8125,13018.7822265625,-345065.8125,121243.453125
-319457.6875,200011.5,-296357.3125,13013.74609375,-345060.75,121245.015625
-319482.0625,200002.046875,-296385.78125,12986.138671875,-345040.5,121241.3046875
-319473.71875,200019.8125,-296383.3125,12958.16796875,-345003.53125,121250.5859375
-319464.53125,200019.953125,-296367.1875,12974.630859375,-344944.0625,121257.8359375
-319471.125,200000.53125,-296393.84375,12985.046875,-344927.125,121259.421875
-319455.34375,199961.109375,-296417.375,12957.26171875,-344940.03125,121238.609375
-319415.09375,199927.5625,-296424.0,12905.326171875,-344947.34375,121197.9765625
-319393.125,199934.5,-296414.125,12891.72265625,-344946.46875,121209.0625
-319397.5625,199948.59375,-296394.65625,12888.0693359375,-344985.40625,121228.7265625
-319416.3125,199949.390625,-296410.46875,12878.076171875,-345014.0,121226.234375
-319411.1875,199947.015625,-296440.53125,12903.22265625,-345008.03125,121236.515625
-319442.78125,199941.96875,-296463.15625,12896.6640625,-344997.0,121245.59375
-319479.375,199930.0,-296492.59375,12908.9541015625,-344984.875,121228.5625
-319459.1875,199914.5,-296500.875,12944.5703125,-344953.40625,121244.4375
-319465.0625,199885.34375,-296525.625,12949.9921875,-344936.4375,121281.1015625
-319482.0625,199853.40625,-296563.3125,12943.845703125,-344941.125,121260.578125
-319432.71875,199850.53125,-296558.0,12955.98046875,-344914.46875,121278.6328125
-319388.125,199848.78125,-296551.5625,12972.484375,-344879.9375,121304.84375
-319377.0,199865.25,-296537.90625,12994.75,-344868.375,121328.609375
-319326.8125,199885.0,-296514.75,13013.701171875,-344894.375,121364.578125
-319318.15625,199873.25,-296481.0625,13017.8916015625,-344885.0625,121380.6328125
-319412.125,199875.875,-296479.75,13009.080078125,-344882.71875,121390.234375
-319491.6875,199879.6875,-296492.0625,12987.154296875,-344896.0625,121369.015625
-319490.59375,199858.75,-296494.3125,12988.3974609375,-344888.15625,121341.078125
-319466.8125,199845.78125,-296517.5,12984.94140625,-344889.9375,121314.265625
-319448.40625,199833.96875,-296529.4375,12968.15234375,-344916.0,121282.6640625
-319433.03125,199815.40625,-296516.0,12963.802734375,-344918.75,121255.96875
-319448.8125,199785.84375,-296489.625,12936.09765625,-344914.4375,121240.09375
-319490.4375,199739.9375,-296515.3125,12892.095703125,-344947.6875,121199.9765625
-319504.4375,199714.375,-296529.4375,12890.7578125,-344984.0625,121148.453125
-319520.125,199703.53125,-296519.5,12912.23828125,-345006.03125,121127.078125
-319581.34375,199676.5,-296564.65625,12891.56640625,-345040.4375,121122.09375
-319614.78125,199689.28125,-296582.125,12894.935546875,-345070.75,121145.359375
-319610.5625,199710.53125,-296566.0,12920.1220703125,-345062.75,121160.1875
-319612.9375,199705.625,-296582.5625,12900.4541015625,-345080.875,121153.421875
-319573.21875,199726.40625,-296614.625,12893.208984375,-345090.09375,121137.34375
-319569.96875,199713.890625,-296623.1875,12873.546875,-345091.5625,121118.3046875
-319587.8125,199708.9375,-296604.9375,12838.8369140625,-345125.5625,121105.75
-319601.5,199722.828125,-296596.4375,12832.9501953125,-345132.90625,121100.7265625
-319620.25,199728.65625,-296578.09375,12858.1572265625,-345125.8125,121120.515625
-319602.8125,199799.125,-296532.0,12910.69140625,-345116.0625,121160.953125
-319605.3125,199823.0625,-296521.6875,12918.3984375,-345091.15625,121195.65625
-319624.4375,199800.4375,-296562.4375,12904.4921875,-345105.0,121187.171875
-319618.53125,199822.0625,-296559.125,12923.45703125,-345107.375,121183.625
-319623.9375,199831.1875,-296542.34375,12929.455078125,-345106.6875,121193.4296875
-319638.5625,199830.96875,-296592.0,12907.54296875,-345121.375,121171.8359375
-319606.75,199842.828125,-296602.5,12919.40625,-345117.5,121179.4140625
-319580.6875,199853.78125,-296568.5,12914.228515625,-345120.6875,121185.8671875
-319574.40625,199839.0,-296587.90625,12891.033203125,-345104.5,121169.4375
-319539.0625,199846.09375,-296568.4375,12914.470703125,-345097.3125,121198.796875
-319526.625,199874.78125,-296520.96875,12940.5791015625,-345117.0625,121222.609375
-319539.6875,199875.140625,-296511.4375,12961.76953125,-345122.5,121227.3125
-319598.90625,199835.5625,-296542.25,12953.576171875,-345157.375,121222.6953125
-319630.15625,199787.15625,-296572.15625,12943.57421875,-345184.15625,121206.734375
-319629.75,199762.15625,-296591.0625,12935.53125,-345184.90625,121201.25
-319643.125,199756.9375,-296616.53125,12901.83984375,-345189.125,121174.140625
-319611.40625,199748.9375,-296618.9375,12872.044921875,-345196.53125,121135.6640625
-319615.8125,199740.703125,-296608.03125,12889.6845703125,-345210.59375,121114.75
-319646.0625,199731.65625,-296623.9375,12886.908203125,-345211.53125,121084.015625
-319654.4375,199713.5625,-296621.0,12894.1796875,-345214.34375,121057.09375
-319637.28125,199707.0,-296610.78125,12927.8720703125,-345206.09375,121065.46875
-319629.0,199700.203125,-296606.84375,12909.171875,-345203.25,121075.8828125
-319631.625,199700.15625,-296579.5,12888.3134765625,-345204.125,121080.53125
-319626.75,199718.578125,-296586.65625,12888.8876953125,-345209.0625,121099.5703125
-319642.1875,199699.53125,-296603.15625,12862.0380859375,-345223.0,121085.953125
-319629.75,199649.125,-296643.25,12832.10546875,-345199.9375,121062.515625
-319590.34375,199641.4375,-296653.625,12874.05859375,-345174.75,121061.7890625
-319567.25,199607.75,-296645.0625,12881.115234375,-345140.3125,121073.46875
-319564.9375,199600.09375,-296642.4375,12865.5263671875,-345128.4375,121093.1328125
-319544.6875,199615.1875,-296629.375,12890.3994140625,-345132.1875,121095.2265625
-319540.9375,199620.203125,-296637.1875,12877.984375,-345125.5,121118.828125
-319563.8125,199647.9375,-296626.4375,12858.25,-345137.3125,121133.03125
-319561.25,199681.28125,-296605.6875,12879.21484375,-345111.5625,121145.1875
-319537.4375,199748.5625,-296573.40625,12891.10546875,-345088.875,121167.0
-319505.84375,199771.125,-296541.09375,12883.0244140625,-345088.375,121172.0703125
-319477.25,199761.765625,-296548.25,12870.744140625,-345082.75,121175.8515625
-319434.03125,199788.625,-296552.9375,12857.013671875,-345074.25,121160.875
-319417.0625,199802.21875,-296536.9375,12855.4814453125,-345056.3125,121159.6484375
