FC6,C4,CP6,CP5,FC5,C3
-317124.6875,206537.609375,-287837.03125,16940.94921875,-345328.9375,136740.9375
-317106.4375,206557.65625,-287840.03125,16967.14453125,-345307.0625,136766.078125
-317073.125,206575.90625,-287804.0625,16982.14453125,-345301.9375,136778.96875
-317057.75,206577.84375,-287764.90625,16987.79296875,-345325.28125,136785.03125
-316989.125,206658.84375,-287714.375,17028.18359375,-345280.53125,136827.09375
-316984.3125,206710.015625,-287700.15625,17004.57421875,-345266.0,136841.171875
-317019.9375,206676.1875,-287711.53125,16950.015625,-345269.0,136806.171875
-317025.375,206653.84375,-287735.90625,16917.033203125,-345301.625,136783.34375
-317037.28125,206636.8125,-287746.5,16897.890625,-345362.1875,136761.21875
-317071.25,206606.15625,-287734.65625,16917.296875,-345399.6875,136745.328125
-317067.4375,206624.09375,-287702.34375,16927.46484375,-345424.5,136752.71875
-317013.71875,206663.71875,-287687.46875,16943.01953125,-345385.125,136768.6875
-316996.28125,206667.4375,-287696.78125,16940.1796875,-345343.0,136782.375
-316964.34375,206695.21875,-287671.65625,16953.92578125,-345325.5625,136803.40625
-316920.34375,206713.703125,-287675.5625,16962.89453125,-345322.1875,136812.59375
-316916.59375,206697.921875,-287686.90625,16943.642578125,-345337.8125,136802.9375
-316930.40625,206682.796875,-287693.375,16905.0625,-345381.625,136782.578125
-316926.9375,206678.828125,-287690.8125,16899.83984375,-345411.125,136775.9375
-316931.8125,206692.984375,-287672.1875,16938.06640625,-345410.625,136787.328125
-316952.6875,206731.71875,-287644.34375,16951.30859375,-345431.6875,136771.9375
-316965.40625,206738.3125,-287642.5,16946.0,-345455.96875,136732.46875
-316941.125,206755.703125,-287643.6875,16956.5,-345459.5,136724.046875
-316921.6875,206762.453125,-287655.96875,16937.47265625,-345480.5,136714.21875
-316945.0,206689.0625,-287692.0625,16894.80859375,-345525.9375,136666.4375
-316916.75,206666.671875,-287710.28125,16885.796875,-345526.0,136634.8125
-316892.875,206690.5625,-287712.4375,16858.33984375,-345517.96875,136598.875
-316906.3125,206695.53125,-287715.875,16833.76171875,-345476.4375,136564.75
-316932.25,206685.21875,-287726.4375,16817.11328125,-345441.6875,136536.59375
-316966.28125,206672.453125,-287733.125,16806.87890625,-345462.375,136510.875
-317014.5625,206641.71875,-287747.46875,16796.916015625,-345486.3125,136489.640625
-317076.0,206597.265625,-287773.25,16789.849609375,-345504.6875,136461.484375
-317083.5625,206607.28125,-287799.3125,16799.923828125,-345490.0,136476.84375
-317102.75,206585.46875,-287830.3125,16786.69140625,-345454.125,136507.140625
-317114.53125,206534.0625,-287875.125,16768.78515625,-345434.6875,136517.21875
-317074.53125,206521.5625,-287913.5625,16757.359375,-345423.25,136532.46875
-317055.03125,206525.265625,-287884.1875,16760.546875,-345404.375,136541.625
-317078.90625,206520.75,-287845.1875,16763.271484375,-345415.5625,136537.53125
-317089.5625,206526.109375,-287829.5,16775.0859375,-345426.875,136532.625
-317096.40625,206524.5,-287813.25,16808.2734375,-345420.15625,136545.46875
-317145.5,206485.515625,-287834.0625,16822.46484375,-345460.53125,136564.6875
-317166.65625,206458.8125,-287855.875,16840.15625,-345463.4375,136578.875
-317171.125,206448.40625,-287856.8125,16854.62890625,-345441.6875,136605.90625
-317187.4375,206435.328125,-287864.875,16854.80078125,-345462.9375,136598.90625
-317171.09375,206412.71875,-287893.75,16848.017578125,-345464.1875,136572.78125
-317178.4375,206396.28125,-287919.375,16840.44921875,-345495.75,136576.5625
-317178.625,206394.828125,-287902.125,16855.10546875,-345515.96875,136573.75
-317163.9375,206405.8125,-287882.4375,16870.77734375,-345503.0,136572.875
-317158.65625,206434.34375,-287857.4375,16859.734375,-345488.8125,136579.21875
-317139.375,206459.125,-287822.75,16870.994140625,-345454.4375,136582.65625
-317171.6875,206468.625,-287825.8125,16870.828125,-345430.625,136603.71875
-317206.09375,206466.25,-287815.1875,16856.802734375,-345398.78125,136618.65625
-317203.5625,206456.0625,-287823.125,16876.923828125,-345383.71875,136642.46875
-317189.1875,206443.515625,-287829.9375,16907.37890625,-345392.375,136657.84375
-317168.8125,206464.625,-287813.90625,16913.55078125,-345432.8125,136663.765625
-317132.3125,206465.0,-287820.90625,16907.27734375,-345452.3125,136666.640625
