FC6,C4,CP6,CP5,FC5,C3
-320132.875,198005.875,-298008.46875,11642.08203125,-344805.09375,116984.65625
-320172.84375,197990.953125,-298027.8125,11619.4716796875,-344808.1875,116966.3984375
-320184.5,197992.53125,-298029.6875,11631.072265625,-344807.1875,116978.3515625
-320185.8125,198024.6875,-297997.3125,11642.533203125,-344804.1875,116994.0
-320187.3125,198032.328125,-297996.375,11631.59375,-344816.25,116989.3515625
-320180.5625,198048.09375,-298013.375,11630.701171875,-344822.4375,117014.25
-320166.6875,198030.65625,-298039.1875,11596.0,-344822.4375,117001.421875
-320184.5625,197988.78125,-298061.15625,11562.2001953125,-344845.625,116944.6796875
-320202.6875,197981.40625,-298060.875,11596.265625,-344872.65625,116928.2890625
-320223.25,197957.1875,-298056.5625,11608.6220703125,-344861.9375,116917.953125
-320266.875,197945.5,-298077.3125,11613.318359375,-344850.59375,116910.5
-320305.75,197929.0625,-298100.65625,11620.18359375,-344842.6875,116939.9765625
-320286.75,197962.71875,-298068.5,11629.34765625,-344783.6875,116969.9296875
-320236.3125,198007.890625,-298024.65625,11655.150390625,-344758.6875,116983.4140625
-320203.6875,198013.09375,-297992.9375,11679.330078125,-344763.875,116990.9375
-320184.9375,198013.1875,-297996.3125,11675.55078125,-344775.84375,116975.28125
-320147.75,198023.140625,-298018.5625,11660.935546875,-344780.96875,116984.6328125
-320147.90625,198036.6875,-298027.0625,11645.875,-344767.3125,116975.9375
-320160.0,198027.0,-298021.3125,11617.76953125,-344777.8125,116953.9765625
-320135.59375,198040.90625,-297987.6875,11640.43359375,-344773.5,116974.75
-320168.875,198049.96875,-297964.8125,11625.634765625,-344774.5,116954.109375
-320209.875,198028.0,-297955.5625,11614.1328125,-344772.5,116928.546875
-320188.53125,198045.3125,-297947.6875,11654.5146484375,-344747.625,116955.046875
-320169.5625,198068.25,-297941.3125,11660.873046875,-344758.0625,116976.59375
-320178.6875,198051.59375,-297959.9375,11655.380859375,-344802.6875,116955.84375
-320146.46875,198049.125,-297983.71875,11637.265625,-344822.5625,116942.078125
-320129.3125,198058.0625,-297986.3125,11605.7890625,-344834.84375,116917.7421875
-320174.625,198039.65625,-298009.25,11579.822265625,-344871.0,116858.21875
-320200.15625,198001.96875,-298027.21875,11554.32421875,-344897.625,116829.71875
-320209.3125,197973.875,-298021.03125,11552.060546875,-344878.40625,116849.75
-320226.75,197975.890625,-298024.3125,11544.0927734375,-344883.3125,116860.921875
-320220.9375,197955.78125,-298024.5625,11539.408203125,-344877.1875,116863.0390625
