FC6,C4,CP6,CP5,FC5,C3
-320988.5,196146.5625,-299674.5625,10215.498046875,-346358.125,114822.59375
-320959.65625,196160.09375,-299630.71875,10250.3369140625,-346367.125,114855.96875
-320973.65625,196166.390625,-299650.90625,10249.796875,-346363.71875,114830.859375
-320994.5,196150.890625,-299679.90625,10209.9775390625,-346375.34375,114792.6875
-321000.625,196144.65625,-299683.125,10192.416015625,-346377.84375,114791.9453125
-320998.25,196145.71875,-299652.375,10176.65234375,-346375.09375,114769.8125
-320992.0625,196177.71875,-299623.71875,10166.16796875,-346375.5625,114767.0
-320978.53125,196187.59375,-299601.21875,10196.30859375,-346348.9375,114789.921875
-320959.3125,196202.34375,-299582.4375,10224.8232421875,-346322.25,114825.515625
-320933.9375,196232.96875,-299588.875,10239.98046875,-346313.15625,114849.140625
-320924.78125,196216.4375,-299602.1875,10241.787109375,-346321.25,114860.2578125
-320918.0625,196220.46875,-299613.9375,10245.3173828125,-346350.3125,114876.5
-320895.65625,196249.40625,-299627.5,10241.0087890625,-346352.75,114859.921875
-320901.34375,196230.734375,-299670.8125,10213.1640625,-346360.25,114821.1875
-320916.4375,196198.234375,-299679.34375,10193.32421875,-346379.90625,114778.5
-320934.5625,196175.15625,-299670.8125,10172.12890625,-346399.9375,114745.71875
-320959.6875,196176.078125,-299678.9375,10139.708984375,-346430.84375,114708.1875
-320985.4375,196183.5625,-299676.4375,10138.8095703125,-346438.96875,114673.65625
-320961.125,196220.765625,-299643.1875,10181.8251953125,-346409.5,114718.09375
-320941.6875,196236.328125,-299639.71875,10186.58203125,-346403.0625,114764.0
-320975.875,196181.484375,-299682.46875,10181.193359375,-346424.15625,114752.484375
-320952.0,196149.78125,-299684.125,10195.669921875,-346417.5,114762.9921875
-320934.25,196151.6875,-299676.4375,10199.638671875,-346436.65625,114772.6640625
-320958.125,196125.046875,-299705.4375,10189.3876953125,-346453.59375,114753.4609375
-320982.5625,196109.5,-299719.9375,10181.240234375,-346443.6875,114759.234375
-320996.6875,196120.375,-299710.4375,10191.6376953125,-346424.28125,114808.671875
-321010.0625,196119.59375,-299715.5625,10189.966796875,-346408.5625,114831.984375
-320998.1875,196146.1875,-299685.875,10208.873046875,-346375.90625,114857.1328125
-320941.0625,196202.34375,-299644.25,10243.2919921875,-346316.75,114919.21875
-320912.78125,196242.84375,-299628.0625,10248.1884765625,-346300.125,114941.625
-320920.3125,196238.78125,-299624.96875,10256.736328125,-346299.9375,114928.5625
-320894.3125,196232.8125,-299633.875,10282.6845703125,-346303.90625,114927.28125
-320856.6875,196249.4375,-299632.0625,10264.515625,-346314.0625,114922.34375
-320856.1875,196245.34375,-299617.3125,10253.6640625,-346321.5625,114920.796875
-320844.8125,196238.671875,-299618.25,10267.435546875,-346335.5,114920.28125
-320840.5625,196249.4375,-299607.0,10263.51953125,-346317.625,114934.6171875
-320878.5,196238.46875,-299581.1875,10255.345703125,-346310.0,114927.0234375
-320928.78125,196229.4375,-299587.8125,10273.52734375,-346288.5625,114932.640625
-320933.65625,196265.21875,-299568.5625,10297.18359375,-346243.53125,114982.96875
-320939.4375,196276.4375,-299575.4375,10273.6962890625,-346272.4375,114973.8046875
-320938.625,196253.90625,-299625.5625,10285.353515625,-346279.3125,114968.9140625
-320911.28125,196266.3125,-299620.5,10306.6240234375,-346241.25,114989.765625
-320898.65625,196275.375,-299618.1875,10301.005859375,-346236.25,114984.53125
-320920.28125,196281.578125,-299634.71875,10300.912109375,-346257.53125,114991.4375
-320922.1875,196293.5,-299590.4375,10334.0478515625,-346258.8125,115020.28125
-320905.75,196289.078125,-299584.6875,10316.591796875,-346272.4375,115011.21875
-320943.25,196237.25,-299633.9375,10254.9501953125,-346314.25,114960.921875
-320964.09375,196201.171875,-299632.46875,10252.1572265625,-346322.65625,114936.375
-320959.4375,196222.875,-299628.5,10260.7939453125,-346315.28125,114930.28125
-320948.1875,196240.5625,-299638.40625,10267.13671875,-346323.46875,114939.6015625
-320895.0625,196284.3125,-299619.5625,10280.21875,-346309.28125,114992.1015625
-320855.1875,196312.71875,-299614.6875,10302.3818359375,-346260.75,115016.46875
-320839.40625,196295.71875,-299648.4375,10271.8212890625,-346263.6875,114988.375
-320850.15625,196294.84375,-299683.0625,10225.62890625,-346296.40625,114944.359375
-320876.9375,196295.34375,-299678.78125,10227.34765625,-346300.5625,114920.375
-320859.9375,196319.125,-299632.0625,10222.525390625,-346268.5,114928.4140625
-320874.0625,196310.3125,-299626.75,10194.6572265625,-346282.0,114899.03125
-320893.4375,196298.75,-299610.03125,10197.7119140625,-346278.28125,114888.46875
-320884.5,196318.1875,-299572.6875,10217.412109375,-346246.4375,114863.03125
-320908.4375,196307.40625,-299592.71875,10204.279296875,-346262.46875,114800.109375
-320952.0625,196277.921875,-299635.625,10175.3251953125,-346303.875,114756.75
-320940.125,196256.90625,-299638.75,10150.095703125,-346319.25,114717.8125
-320895.8125,196256.59375,-299631.0625,10131.177734375,-346312.40625,114689.15625
-320912.4375,196234.921875,-299626.34375,10139.708984375,-346321.0,114691.9765625
-320916.75,196246.09375,-299606.0625,10158.4296875,-346297.875,114726.703125
-320921.125,196243.8125,-299624.75,10176.37109375,-346292.3125,114737.671875
-320962.90625,196181.1875,-299640.625,10181.55859375,-346313.6875,114727.359375
-320971.0625,196150.390625,-299642.84375,10163.46484375,-346330.8125,114727.6015625
-320956.8125,196175.59375,-299638.875,10168.5947265625,-346329.6875,114746.390625
-320947.5,196181.140625,-299633.0625,10170.5634765625,-346331.15625,114766.4921875
-320975.9375,196173.109375,-299665.59375,10178.830078125,-346378.25,114768.375
-320965.9375,196185.21875,-299695.3125,10181.21875,-346403.8125,114777.921875
-320939.65625,196159.46875,-299722.40625,10194.931640625,-346403.84375,114767.875
-320945.0625,196158.9375,-299704.3125,10235.9609375,-346387.875,114771.875
-320948.125,196177.640625,-299683.71875,10276.90234375,-346348.625,114821.4609375
-320964.40625,196155.84375,-299702.8125,10304.896484375,-346339.8125,114836.65625
-321020.9375,196123.40625,-299718.8125,10307.4892578125,-346352.0625,114812.90625
-321072.25,196112.1875,-299720.8125,10307.2216796875,-346345.625,114790.25
-321038.5625,196129.0,-299700.40625,10304.689453125,-346333.71875,114792.328125
-321010.0,196151.28125,-299677.3125,10321.626953125,-346334.8125,114822.34375
-320991.0625,196158.0625,-299666.53125,10329.6689453125,-346318.0,114866.796875
-320976.75,196158.53125,-299697.75,10330.3720703125,-346337.75,114899.828125
-320983.40625,196160.46875,-299701.6875,10338.966796875,-346348.125,114917.890625
-320975.625,196177.890625,-299676.5625,10329.939453125,-346318.8125,114946.859375
-320970.78125,196203.96875,-299664.90625,10312.724609375,-346315.4375,114968.234375
-320965.4375,196202.515625,-299676.9375,10309.4423828125,-346317.3125,114971.0703125
-321002.5,196210.46875,-299704.78125,10300.0537109375,-346303.625,114969.4375
-321062.1875,196212.0625,-299711.75,10293.455078125,-346295.625,114954.015625
-321046.1875,196244.21875,-299666.6875,10338.0048828125,-346271.125,114990.421875
-321025.65625,196258.5625,-299639.0625,10341.59765625,-346253.625,115012.703125
-321035.0,196243.09375,-299667.90625,10316.46875,-346246.5625,114991.203125
-321012.40625,196239.71875,-299694.3125,10315.759765625,-346273.3125,114978.65625
-320990.0,196252.0,-299691.65625,10272.4267578125,-346280.4375,114937.4765625
-320977.25,196264.34375,-299668.09375,10255.076171875,-346293.0625,114920.1640625
-320966.53125,196271.515625,-299634.90625,10258.037109375,-346339.96875,114948.328125
-320958.65625,196286.046875,-299585.375,10253.966796875,-346327.1875,114971.7265625
-320981.65625,196283.453125,-299566.625,10272.5029296875,-346334.8125,114972.4375
-320988.75,196299.03125,-299528.5625,10279.306640625,-346330.375,114976.4375
-320939.0625,196356.125,-299476.5625,10307.478515625,-346262.3125,115007.234375
-320905.28125,196382.765625,-299482.4375,10299.787109375,-346243.25,114991.09375
-320875.75,196385.53125,-299482.34375,10287.263671875,-346249.78125,114966.65625
-320845.5,196395.65625,-299467.46875,10288.330078125,-346255.15625,114974.234375
-320838.6875,196381.875,-299468.5625,10288.806640625,-346293.4375,114950.046875
-320865.46875,196365.59375,-299467.5,10293.0341796875,-346312.9375,114915.109375
-320872.3125,196369.890625,-299468.1875,10284.27734375,-346299.40625,114911.75
-320857.75,196389.9375,-299468.09375,10280.931640625,-346283.21875,114910.3125
-320888.53125,196370.875,-299473.53125,10260.09375,-346315.96875,114895.5625
-320931.8125,196361.03125,-299475.46875,10262.296875,-346324.21875,114890.53125
-320933.9375,196360.96875,-299475.96875,10260.646484375,-346292.25,114882.71875
-320927.53125,196381.328125,-299477.46875,10274.287109375,-346291.90625,114869.921875
-320917.125,196395.046875,-299469.96875,10271.7734375,-346294.6875,114847.109375
-320883.4375,196399.796875,-299489.53125,10248.1064453125,-346295.8125,114845.828125
-320875.5625,196384.25,-299509.59375,10247.45703125,-346331.4375,114846.171875
-320913.6875,196319.21875,-299546.84375,10216.5087890625,-346346.1875,114802.046875
-320943.125,196269.203125,-299605.59375,10191.0712890625,-346344.5625,114768.96875
-320951.0625,196269.65625,-299584.78125,10217.390625,-346331.125,114776.046875
-320964.0625,196282.75,-299540.5,10270.482421875,-346306.90625,114808.046875
-321025.375,196241.1875,-299551.53125,10285.287109375,-346320.65625,114819.5390625
-321041.4375,196235.015625,-299546.5625,10260.826171875,-346329.5625,114814.4765625
-321037.8125,196218.78125,-299555.0,10242.841796875,-346373.75,114774.265625
-321079.15625,196179.578125,-299603.1875,10221.017578125,-346427.6875,114737.28125
