FC6,C4,CP6,CP5,FC5,C3
-320195.21875,199591.90625,-296433.5625,12240.1171875,-345867.375,121170.46875
-320157.78125,199589.375,-296423.0,12270.255859375,-345867.25,121167.328125
-320174.21875,199579.328125,-296428.625,12270.7236328125,-345889.71875,121136.5625
-320192.625,199579.71875,-296434.28125,12243.8603515625,-345921.03125,121099.28125
-320202.125,199560.40625,-296442.28125,12198.033203125,-345935.53125,121035.703125
-320231.03125,199554.1875,-296458.3125,12140.77734375,-345955.34375,120982.3125
-320242.8125,199576.71875,-296457.0625,12115.1318359375,-345941.875,120998.34375
-320211.5625,199581.09375,-296443.21875,12135.4453125,-345908.25,121025.6015625
-320209.9375,199603.390625,-296440.21875,12154.3759765625,-345896.90625,121047.6484375
-320200.65625,199599.25,-296446.8125,12139.568359375,-345922.03125,121052.125
-320187.875,199578.84375,-296439.90625,12142.9892578125,-345923.59375,121055.1953125
-320180.9375,199557.4375,-296429.8125,12132.470703125,-345904.375,121057.28125
-320187.0625,199542.765625,-296432.5,12131.7265625,-345915.15625,121073.75
-320199.0,199520.71875,-296435.40625,12143.5390625,-345910.625,121104.6328125
-320185.03125,199526.0,-296436.0,12146.830078125,-345881.25,121100.90625
-320198.8125,199555.3125,-296443.375,12153.21875,-345864.875,121107.234375
-320233.40625,199532.40625,-296448.1875,12147.560546875,-345842.75,121109.40625
-320263.28125,199496.21875,-296456.1875,12161.421875,-345830.875,121110.6875
-320280.625,199494.453125,-296477.59375,12176.142578125,-345822.28125,121149.25
-320300.0625,199459.75,-296516.9375,12159.984375,-345845.0625,121129.75
-320301.78125,199426.28125,-296545.75,12148.11328125,-345869.59375,121092.15625
-320285.3125,199411.5625,-296562.625,12171.244140625,-345875.15625,121074.09375
-320307.5625,199365.90625,-296581.09375,12183.341796875,-345915.78125,121059.6015625
-320310.4375,199368.703125,-296567.84375,12186.638671875,-345937.0625,121080.4140625
-320305.5,199388.84375,-296572.0625,12193.67578125,-345926.125,121123.734375
-320335.1875,199355.90625,-296603.75,12171.1845703125,-345933.375,121132.765625
-320368.625,199327.75,-296641.6875,12156.609375,-345949.53125,121131.796875
-320384.25,199315.71875,-296654.8125,12156.3828125,-345961.09375,121135.0625
-320377.0625,199291.203125,-296639.75,12165.2890625,-345956.125,121135.421875
-320378.15625,199293.515625,-296618.1875,12160.7861328125,-345933.375,121138.7734375
-320343.3125,199330.65625,-296592.6875,12135.587890625,-345907.53125,121135.140625
-320322.96875,199333.375,-296575.0,12128.357421875,-345886.65625,121118.5078125
-320342.8125,199342.84375,-296558.125,12130.46484375,-345899.625,121118.75
-320305.375,199374.0625,-296526.0625,12139.404296875,-345917.3125,121131.78125
-320289.875,199374.75,-296493.8125,12151.9228515625,-345911.8125,121114.453125
-320311.5625,199381.15625,-296504.625,12148.1494140625,-345913.625,121110.1796875
-320308.8125,199374.59375,-296550.5,12121.576171875,-345908.9375,121092.1875
-320301.78125,199368.3125,-296577.9375,12118.583984375,-345912.8125,121058.8515625
-320298.8125,199395.765625,-296573.8125,12124.244140625,-345918.4375,121082.359375
-320257.71875,199419.09375,-296548.6875,12128.6640625,-345925.1875,121077.390625
-320211.21875,199415.71875,-296527.90625,12134.185546875,-345948.21875,121056.1640625
-320209.3125,199411.65625,-296516.125,12141.720703125,-345954.5,121067.9453125
-320243.9375,199417.53125,-296504.75,12158.677734375,-345964.4375,121061.5078125
-320287.5625,199412.828125,-296501.375,12173.55078125,-345955.3125,121055.15625
-320303.25,199413.25,-296489.125,12193.11328125,-345940.3125,121047.6484375
-320368.4375,199430.140625,-296503.625,12191.04296875,-345946.125,121048.4140625
-320392.5,199410.8125,-296521.25,12183.2255859375,-345956.9375,121034.1171875
-320385.6875,199388.640625,-296521.9375,12170.267578125,-345963.5625,121012.6796875
-320399.9375,199397.5,-296535.71875,12173.50390625,-345965.90625,121024.3515625
-320391.5,199404.9375,-296552.21875,12140.396484375,-345977.0625,120994.8359375
-320351.375,199425.34375,-296532.375,12119.91796875,-345987.6875,120958.9765625
-320326.40625,199415.0625,-296516.0625,12121.380859375,-345999.71875,120958.1640625
-320351.25,199387.5,-296521.9375,12105.2236328125,-346002.15625,120941.75
-320338.0,199375.46875,-296500.0625,12095.294921875,-345998.6875,120934.59375
-320322.75,199379.09375,-296505.0625,12073.8681640625,-345994.0,120950.71875
-320357.90625,199396.90625,-296514.9375,12062.380859375,-345987.3125,120952.953125
-320385.6875,199405.0625,-296498.375,12044.921875,-345990.625,120948.78125
-320388.9375,199391.59375,-296515.625,12034.357421875,-345984.40625,120981.0234375
-320374.53125,199375.625,-296534.5,12030.54296875,-345966.875,120979.9765625
-320363.8125,199358.5625,-296550.6875,12031.23828125,-345958.5625,120976.1015625
-320319.125,199347.5625,-296558.59375,12016.1689453125,-345951.25,120954.7265625
-320277.875,199367.375,-296529.15625,12031.765625,-345919.875,120938.0625
-320305.78125,199370.34375,-296523.625,12054.423828125,-345898.34375,120953.78125
-320265.9375,199370.1875,-296538.78125,12041.6806640625,-345876.5,120970.4375
-320238.6875,199414.28125,-296535.0625,12059.5556640625,-345863.4375,121005.390625
-320276.65625,199413.875,-296534.4375,12075.4345703125,-345862.96875,121004.234375
-320284.21875,199410.53125,-296503.84375,12085.947265625,-345865.25,120989.78125
-320275.4375,199426.9375,-296507.875,12120.857421875,-345869.6875,120979.140625
-320292.125,199403.28125,-296559.78125,12118.5224609375,-345860.1875,120990.703125
-320301.40625,199369.328125,-296587.625,12112.8310546875,-345872.6875,121019.0390625
-320271.53125,199344.953125,-296592.75,12146.73828125,-345880.875,121041.9375
-320227.0,199349.78125,-296581.0,12174.87890625,-345849.4375,121090.546875
-320232.65625,199351.015625,-296551.0,12207.369140625,-345835.5625,121104.171875
-320229.4375,199362.578125,-296531.5625,12235.53515625,-345818.9375,121128.5234375
-320229.8125,199369.078125,-296509.3125,12243.912109375,-345786.53125,121165.5546875
-320294.75,199367.4375,-296499.90625,12259.9228515625,-345790.78125,121191.2890625
-320333.0,199348.125,-296534.6875,12287.0234375,-345790.6875,121204.9765625
-320351.46875,199320.046875,-296562.375,12283.2373046875,-345779.625,121184.953125
-320367.9375,199329.34375,-296590.65625,12287.0146484375,-345779.125,121182.015625
-320372.59375,199324.34375,-296605.0,12292.3369140625,-345781.78125,121175.7265625
